;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;Amundi ETF;;;;;
;;;;;;
;NAV STORICHE;;;;;
;;;;;;
;Nome del fondo;Amundi Stoxx Europe 600 UCITS ETF Acc;;;;
;Codice ISIN;LU0908500753;;;;
;Indice;STOXX Europe 600 (Net Return) EUR;;;;
;Metodologia di Replica;Physical;;;;
;Valuta di riferimento;EUR;;;;
;;;;;;
;Data di fusione;08/02/2024;;;;
;Data di aggiornamento;22/05/2025;;;;
;;;;;;
;Data di inizio periodo;03/04/2013;;;;
;Data di fine periodo;22/05/2025;;;;
;;;;;;
;Dati ritenuti esatti al 22/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;
;;;;;;
;Si ricorda che i rendimenti passati non sono indicativi né costituiscono una garanzia di risultati futuri. Eventuali guadagni o perdite non tengono conto delle spese, delle commissioni e dei potenziali oneri a carico dell'investitore (quali imposte, commissioni di negoziazione o di altro tipo prelevate dall'intermediario finanziario, etc.).;;;;;
;;;;;;
;Data;NAV ufficiale;Attivi in gestione (mln);;;
;16/01/2017; 135.45;105032 970.13;;;
;13/01/2017; 136.55;105889 974.01;;;
;12/01/2017; 135.28;104900 173.58;;;
;11/01/2017; 136.16;105582 636.09;;;
;10/01/2017; 135.85;105344 203.22;;;
;09/01/2017; 135.70;105224 073.81;;;
;06/01/2017; 136.36;105741 820.61;;;
;05/01/2017; 136.44;105797 219.69;;;
;04/01/2017; 136.28;105674 705.28;;;
;03/01/2017; 136.45;105805 541.31;;;
;02/01/2017; 135.50;105072 601.78;;;
;30/12/2016; 134.84;104560 525.45;;;
;29/12/2016; 134.41;104223 148.58;;;
;28/12/2016; 134.87;94130 626.17;;;
;27/12/2016; 134.47;93851 483.78;;;
;23/12/2016; 134.30;93725 879.51;;;
;22/12/2016; 134.24;93684 696.84;;;
;21/12/2016; 134.52;93880 436.77;;;
;20/12/2016; 134.78;94060 563.15;;;
;19/12/2016; 134.13;93606 739.42;;;
;16/12/2016; 134.28;93710 754.69;;;
;15/12/2016; 133.83;93397 550.77;;;
;14/12/2016; 132.68;92592 931.16;;;
;13/12/2016; 133.34;93052 992.61;;;
;12/12/2016; 131.93;94048 898.88;;;
;09/12/2016; 132.54;94484 738.91;;;
;08/12/2016; 131.26;93568 913.92;;;
;07/12/2016; 129.64;91259 369.37;;;
;06/12/2016; 128.46;90428 523.88;;;
;05/12/2016; 127.23;89560 581.41;;;
;02/12/2016; 126.51;89054 532.62;;;
;01/12/2016; 127.05;89436 349.49;;;
;30/11/2016; 127.48;89738 105.26;;;
;29/11/2016; 127.08;89452 549.35;;;
;28/11/2016; 126.66;89157 719.69;;;
;25/11/2016; 127.64;89847 831.43;;;
;24/11/2016; 127.41;89681 459.54;;;
;23/11/2016; 126.98;89379 122.19;;;
;22/11/2016; 127.06;89436 450.74;;;
;21/11/2016; 126.78;89239 014.96;;;
;18/11/2016; 126.45;89007 326.21;;;
;17/11/2016; 126.91;89327 074.84;;;
;16/11/2016; 126.10;88760 973.89;;;
;15/11/2016; 126.35;88935 464.55;;;
;14/11/2016; 125.97;88669 193.19;;;
;11/11/2016; 125.69;88466 027.61;;;
;10/11/2016; 126.22;88839 522.76;;;
;09/11/2016; 126.49;89028 966.18;;;
;08/11/2016; 124.66;87738 313.14;;;
;07/11/2016; 124.25;87449 950.85;;;
;04/11/2016; 122.37;86129 694.41;;;
;03/11/2016; 123.39;86848 642.05;;;
;02/11/2016; 123.38;86837 253.07;;;
;01/11/2016; 124.78;87821 732.75;;;
;31/10/2016; 126.14;88781 622.49;;;
;28/10/2016; 126.81;89252 973.53;;;
;27/10/2016; 127.16;89496 453.56;;;
;26/10/2016; 127.15;89485 570.05;;;
;25/10/2016; 127.63;89827 049.46;;;
;24/10/2016; 128.08;90139 642.64;;;
;21/10/2016; 128.09;90145 849.90;;;
;20/10/2016; 128.08;90140 595.56;;;
;19/10/2016; 127.79;89937 651.73;;;
;18/10/2016; 127.36;89634 492.06;;;
;17/10/2016; 125.48;88308 244.68;;;
;14/10/2016; 126.42;88970 307.71;;;
;13/10/2016; 124.82;87840 161.30;;;
;12/10/2016; 125.91;88607 278.91;;;
;11/10/2016; 126.49;89015 814.92;;;
;10/10/2016; 127.16;89491 196.49;;;
;07/10/2016; 126.30;88882 557.21;;;
;06/10/2016; 127.48;89711 147.71;;;
;05/10/2016; 127.97;90052 901.47;;;
;04/10/2016; 128.68;90552 155.29;;;
;03/10/2016; 127.60;89791 987.93;;;
;30/09/2016; 127.48;89709 529.90;;;
;29/09/2016; 127.41;89657 922.62;;;
;28/09/2016; 127.35;89614 830.81;;;
;27/09/2016; 126.46;88992 608.22;;;
;26/09/2016; 126.36;88919 595.66;;;
;23/09/2016; 128.35;90316 093.31;;;
;22/09/2016; 129.29;90976 388.20;;;
;21/09/2016; 127.28;89561 009.10;;;
;20/09/2016; 126.73;89173 970.85;;;
;19/09/2016; 126.82;89242 502.99;;;
;16/09/2016; 125.53;88329 088.20;;;
;15/09/2016; 126.47;88990 497.74;;;
;14/09/2016; 125.76;88488 525.53;;;
;13/09/2016; 125.87;88565 420.15;;;
;12/09/2016; 127.18;89489 302.56;;;
;09/09/2016; 128.40;90345 941.64;;;
;08/09/2016; 129.81;91339 402.78;;;
;07/09/2016; 130.22;91628 342.68;;;
;06/09/2016; 129.86;91369 475.36;;;
;05/09/2016; 130.29;91675 540.95;;;
;02/09/2016; 130.23;91632 596.50;;;
;01/09/2016; 127.70;89849 970.68;;;
;31/08/2016; 127.65;89815 151.38;;;
;30/08/2016; 128.10;90134 216.79;;;
;29/08/2016; 127.53;89726 509.41;;;
;26/08/2016; 127.72;89859 986.17;;;
;25/08/2016; 127.08;89413 846.45;;;
;24/08/2016; 128.15;90163 605.06;;;
;23/08/2016; 127.66;89815 876.70;;;
;22/08/2016; 126.48;88986 550.44;;;
;19/08/2016; 126.37;88912 102.03;;;
;18/08/2016; 127.40;89634 897.81;;;
;17/08/2016; 126.46;88969 647.57;;;
;16/08/2016; 127.52;89714 936.45;;;
;15/08/2016; 128.53;90430 052.88;;;
;12/08/2016; 128.55;90438 512.97;;;
;11/08/2016; 128.76;90583 617.48;;;
;10/08/2016; 127.59;89765 470.51;;;
;09/08/2016; 127.85;89946 933.77;;;
;08/08/2016; 126.69;89130 543.97;;;
;05/08/2016; 126.64;89090 706.05;;;
;04/08/2016; 125.32;88160 476.32;;;
;03/08/2016; 124.41;87525 455.13;;;
;02/08/2016; 124.37;87493 066.24;;;
;01/08/2016; 126.00;88640 677.92;;;
;29/07/2016; 126.76;89172 496.75;;;
;28/07/2016; 125.86;88540 615.84;;;
;27/07/2016; 127.06;89382 080.72;;;
;26/07/2016; 126.50;88992 548.16;;;
;25/07/2016; 126.38;88903 924.76;;;
;22/07/2016; 126.16;88749 388.03;;;
;21/07/2016; 126.26;88815 334.06;;;
;20/07/2016; 126.34;88873 292.05;;;
;19/07/2016; 125.05;87963 648.95;;;
;18/07/2016; 125.56;88325 922.35;;;
;15/07/2016; 125.27;87119 029.41;;;
;14/07/2016; 125.49;87269 816.08;;;
;13/07/2016; 124.50;86578 041.36;;;
;12/07/2016; 124.65;86687 940.02;;;
;11/07/2016; 123.34;85772 247.57;;;
;08/07/2016; 121.32;84370 797.96;;;
;07/07/2016; 119.39;83021 621.75;;;
;06/07/2016; 118.13;82149 463.68;;;
;05/07/2016; 120.13;83538 397.01;;;
;04/07/2016; 122.20;84975 450.85;;;
;01/07/2016; 123.10;85605 572.69;;;
;30/06/2016; 122.23;80839 476.47;;;
;29/06/2016; 120.95;79994 829.94;;;
;28/06/2016; 117.32;77594 688.42;;;
;27/06/2016; 114.37;75643 214.91;;;
;24/06/2016; 119.27;78881 646.42;;;
;23/06/2016; 128.30;84855 159.88;;;
;22/06/2016; 126.43;83617 259.50;;;
;21/06/2016; 125.96;83302 683.15;;;
;20/06/2016; 125.06;82708 399.99;;;
;17/06/2016; 120.64;79781 639.84;;;
;16/06/2016; 118.98;78682 517.60;;;
;15/06/2016; 119.81;79235 400.64;;;
;14/06/2016; 118.66;78475 500.27;;;
;13/06/2016; 120.99;80014 942.10;;;
;10/06/2016; 123.26;81514 890.29;;;
;09/06/2016; 126.34;83549 924.92;;;
;08/06/2016; 127.50;84314 204.18;;;
;07/06/2016; 128.13;84731 348.01;;;
;06/06/2016; 126.69;83781 058.75;;;
;03/06/2016; 126.23;83476 547.66;;;
;02/06/2016; 127.36;84222 065.05;;;
;01/06/2016; 127.19;84108 494.64;;;
;31/05/2016; 128.43;84825 802.52;;;
;30/05/2016; 129.43;85586 770.55;;;
;27/05/2016; 129.22;85449 873.12;;;
;26/05/2016; 128.93;85255 005.02;;;
;25/05/2016; 128.76;85142 508.89;;;
;24/05/2016; 127.08;84031 844.18;;;
;23/05/2016; 124.32;82206 302.51;;;
;20/05/2016; 124.70;82457 384.20;;;
;19/05/2016; 123.19;81456 029.26;;;
;18/05/2016; 124.44;82285 714.40;;;
;17/05/2016; 123.38;81580 571.42;;;
;16/05/2016; 123.35;81559 835.93;;;
;13/05/2016; 123.28;81517 083.86;;;
;12/05/2016; 122.64;81093 611.56;;;
;11/05/2016; 123.14;81423 610.64;;;
;10/05/2016; 123.67;81773 231.17;;;
;09/05/2016; 122.49;80992 369.42;;;
;06/05/2016; 121.92;80611 482.42;;;
;05/05/2016; 122.30;80864 340.59;;;
;04/05/2016; 121.77;80513 518.23;;;
;03/05/2016; 123.13;81409 447.67;;;
;02/05/2016; 125.19;82773 165.67;;;
;29/04/2016; 125.20;82778 861.06;;;
;28/04/2016; 127.88;84548 368.35;;;
;27/04/2016; 127.55;84331 769.90;;;
;26/04/2016; 127.15;84066 664.77;;;
;25/04/2016; 126.85;83868 989.31;;;
;22/04/2016; 127.48;84283 977.86;;;
;21/04/2016; 127.87;84540 785.49;;;
;20/04/2016; 128.25;84790 708.62;;;
;19/04/2016; 127.69;84418 513.29;;;
;18/04/2016; 125.83;83190 391.27;;;
;15/04/2016; 125.30;82840 916.66;;;
;14/04/2016; 125.72;83112 040.52;;;
;13/04/2016; 125.33;85234 863.12;;;
;12/04/2016; 122.24;83133 842.46;;;
;11/04/2016; 121.58;82689 522.46;;;
;08/04/2016; 121.14;82385 072.89;;;
;07/04/2016; 119.75;81440 754.35;;;
;06/04/2016; 120.57;81999 547.78;;;
;05/04/2016; 119.64;81363 204.79;;;
;04/04/2016; 121.94;82925 700.96;;;
;01/04/2016; 121.43;82580 210.85;;;
;31/03/2016; 122.99;83643 786.31;;;
;30/03/2016; 124.29;84522 996.20;;;
;29/03/2016; 122.69;82444 077.38;;;
;24/03/2016; 122.08;82029 123.80;;;
;23/03/2016; 123.86;83227 916.91;;;
;22/03/2016; 123.92;83268 903.57;;;
;21/03/2016; 124.11;83394 119.79;;;
;18/03/2016; 124.39;83577 908.04;;;
;17/03/2016; 123.98;83301 325.85;;;
;16/03/2016; 124.04;83342 250.00;;;
;15/03/2016; 123.98;83305 164.28;;;
;14/03/2016; 125.37;84234 585.23;;;
;11/03/2016; 124.49;83641 821.18;;;
;10/03/2016; 121.31;81507 393.61;;;
;09/03/2016; 123.33;82865 807.70;;;
;08/03/2016; 122.73;82460 000.07;;;
;07/03/2016; 123.98;83297 866.34;;;
;04/03/2016; 124.30;83511 313.43;;;
;03/03/2016; 123.43;82929 479.26;;;
;02/03/2016; 123.87;83224 173.06;;;
;01/03/2016; 123.05;82671 280.99;;;
;29/02/2016; 121.31;81500 060.37;;;
;26/02/2016; 120.44;80916 979.37;;;
;25/02/2016; 118.62;79692 431.94;;;
;24/02/2016; 116.22;78080 657.52;;;
;23/02/2016; 118.97;79925 844.61;;;
;22/02/2016; 120.43;80910 499.38;;;
;19/02/2016; 118.45;79579 404.96;;;
;18/02/2016; 119.38;80199 752.81;;;
;17/02/2016; 119.24;80105 847.13;;;
;16/02/2016; 116.19;78055 757.96;;;
;15/02/2016; 116.70;78398 360.22;;;
;12/02/2016; 113.31;76121 924.26;;;
;11/02/2016; 110.10;73964 661.51;;;
;10/02/2016; 114.28;76773 759.32;;;
;09/02/2016; 112.18;75360 373.22;;;
;08/02/2016; 113.98;76570 333.85;;;
;05/02/2016; 118.16;79376 212.27;;;
;04/02/2016; 119.20;80072 804.89;;;
;03/02/2016; 119.42;80220 959.82;;;
;02/02/2016; 121.29;81474 788.70;;;
;01/02/2016; 123.83;83184 663.18;;;
;29/01/2016; 124.06;83338 185.07;;;
;28/01/2016; 121.39;81540 044.60;;;
;27/01/2016; 123.32;82839 632.90;;;
;26/01/2016; 122.92;82566 976.05;;;
;25/01/2016; 121.85;81853 636.85;;;
;22/01/2016; 122.62;82364 229.39;;;
;21/01/2016; 119.04;79964 068.26;;;
;20/01/2016; 116.77;78439 488.10;;;
;19/01/2016; 120.37;80855 778.76;;;
;18/01/2016; 118.83;79819 931.02;;;
;15/01/2016; 119.26;80105 199.54;;;
;14/01/2016; 122.73;82433 780.43;;;
;13/01/2016; 124.60;83695 887.74;;;
;12/01/2016; 124.10;83354 319.56;;;
;11/01/2016; 123.00;82617 572.91;;;
;08/01/2016; 123.41;82888 356.16;;;
;07/01/2016; 125.27;84140 696.06;;;
;06/01/2016; 128.10;86041 915.13;;;
;05/01/2016; 129.74;87144 346.41;;;
;04/01/2016; 128.94;86603 030.68;;;
;31/12/2015; 132.25;88826 431.47;;;
;30/12/2015; 132.93;86620 524.73;;;
;29/12/2015; 133.64;87087 140.01;;;
;28/12/2015; 131.76;85860 105.04;;;
;24/12/2015; 132.42;86284 894.94;;;
;23/12/2015; 132.45;86304 301.04;;;
;22/12/2015; 129.00;84058 060.87;;;
;21/12/2015; 129.11;84128 559.50;;;
;18/12/2015; 130.55;85066 749.32;;;
;17/12/2015; 131.88;85931 805.63;;;
;16/12/2015; 130.25;84871 544.58;;;
;15/12/2015; 129.95;84672 400.28;;;
;14/12/2015; 126.32;82306 591.31;;;
;11/12/2015; 128.58;83780 854.87;;;
;10/12/2015; 131.27;85529 521.89;;;
;09/12/2015; 131.61;85751 626.12;;;
;08/12/2015; 132.17;86118 632.80;;;
;07/12/2015; 134.60;87702 376.91;;;
;04/12/2015; 133.92;87253 418.05;;;
;03/12/2015; 134.47;87610 830.11;;;
;02/12/2015; 138.83;90455 371.75;;;
;01/12/2015; 138.86;90469 378.06;;;
;30/11/2015; 139.28;90745 881.81;;;
;27/11/2015; 138.65;90335 304.61;;;
;26/11/2015; 138.90;90495 603.46;;;
;25/11/2015; 137.61;89653 066.07;;;
;24/11/2015; 135.73;88428 029.53;;;
;23/11/2015; 137.44;89545 271.57;;;
;20/11/2015; 137.95;89874 369.74;;;
;19/11/2015; 137.65;89678 182.86;;;
;18/11/2015; 137.02;89268 196.04;;;
;17/11/2015; 137.19;89381 024.88;;;
;16/11/2015; 133.86;87205 195.60;;;
;13/11/2015; 133.45;86940 893.89;;;
;12/11/2015; 134.54;87649 791.98;;;
;11/11/2015; 136.69;89051 960.23;;;
;10/11/2015; 135.81;88478 437.14;;;
;09/11/2015; 135.67;88385 327.11;;;
;06/11/2015; 137.14;89340 129.17;;;
;05/11/2015; 136.71;87694 787.16;;;
;04/11/2015; 137.23;88022 910.24;;;
;03/11/2015; 136.54;87579 714.56;;;
;02/11/2015; 135.94;87198 365.66;;;
;30/10/2015; 135.48;86900 653.08;;;
;29/10/2015; 135.57;86956 045.50;;;
;28/10/2015; 135.59;86970 738.92;;;
;27/10/2015; 134.17;86058 950.36;;;
;26/10/2015; 135.62;86988 297.54;;;
;23/10/2015; 136.15;87327 057.07;;;
;22/10/2015; 133.49;84553 016.09;;;
;21/10/2015; 130.78;82836 174.08;;;
;20/10/2015; 130.80;82846 787.20;;;
;19/10/2015; 131.36;83201 612.70;;;
;16/10/2015; 130.97;82953 567.81;;;
;15/10/2015; 130.18;82454 420.05;;;
;14/10/2015; 128.31;81270 599.76;;;
;13/10/2015; 129.28;81878 369.43;;;
;12/10/2015; 130.46;82629 248.96;;;
;09/10/2015; 130.83;82862 395.78;;;
;08/10/2015; 130.40;82588 250.13;;;
;07/10/2015; 130.13;82420 251.18;;;
;06/10/2015; 129.95;82302 686.38;;;
;05/10/2015; 129.20;81827 586.85;;;
;02/10/2015; 125.42;79433 220.73;;;
;01/10/2015; 124.84;79062 354.21;;;
;30/09/2015; 125.38;79403 132.13;;;
;29/09/2015; 122.30;77453 763.72;;;
;28/09/2015; 123.15;77989 527.09;;;
;25/09/2015; 125.90;79733 168.86;;;
;24/09/2015; 122.42;77529 363.93;;;
;23/09/2015; 125.07;79204 111.73;;;
;22/09/2015; 124.96;79136 426.46;;;
;21/09/2015; 128.99;81686 320.63;;;
;18/09/2015; 127.86;80970 576.38;;;
;17/09/2015; 130.18;82442 692.03;;;
;16/09/2015; 130.43;82594 562.04;;;
;15/09/2015; 128.46;81351 104.00;;;
;14/09/2015; 127.45;80710 940.74;;;
;11/09/2015; 128.23;81202 939.17;;;
;10/09/2015; 129.54;82028 857.24;;;
;09/09/2015; 131.10;83019 220.43;;;
;08/09/2015; 129.38;81930 052.56;;;
;07/09/2015; 127.88;80978 479.46;;;
;04/09/2015; 127.28;80595 580.64;;;
;03/09/2015; 130.56;82675 472.90;;;
;02/09/2015; 127.53;80753 011.82;;;
;01/09/2015; 127.18;80530 251.28;;;
;31/08/2015; 130.75;82789 964.29;;;
;28/08/2015; 130.93;82903 079.52;;;
;27/08/2015; 130.56;82672 470.59;;;
;26/08/2015; 126.16;79884 195.78;;;
;25/08/2015; 128.40;81299 999.89;;;
;24/08/2015; 123.22;78021 855.48;;;
;21/08/2015; 130.19;82434 028.32;;;
;20/08/2015; 134.58;85213 731.38;;;
;19/08/2015; 137.39;86989 160.08;;;
;18/08/2015; 139.85;88546 789.68;;;
;17/08/2015; 139.54;88348 759.75;;;
;14/08/2015; 139.17;88115 030.14;;;
;13/08/2015; 139.33;88218 693.23;;;
;12/08/2015; 137.79;87243 324.15;;;
;11/08/2015; 141.62;89668 068.77;;;
;10/08/2015; 143.87;91088 092.50;;;
;07/08/2015; 142.88;90463 960.61;;;
;06/08/2015; 144.18;91281 154.14;;;
;05/08/2015; 145.26;91965 135.47;;;
;04/08/2015; 143.39;90783 263.29;;;
;03/08/2015; 143.64;90942 319.06;;;
;31/07/2015; 142.52;90232 920.55;;;
;30/07/2015; 142.48;90205 103.49;;;
;29/07/2015; 141.67;89692 172.44;;;
;28/07/2015; 140.24;88785 886.25;;;
;27/07/2015; 138.76;87848 470.99;;;
;24/07/2015; 141.90;91835 439.87;;;
;23/07/2015; 143.15;92639 680.94;;;
;22/07/2015; 143.89;93118 728.64;;;
;21/07/2015; 144.75;93674 036.47;;;
;20/07/2015; 146.24;94641 177.78;;;
;17/07/2015; 145.84;94379 455.62;;;
;16/07/2015; 145.75;94322 402.77;;;
;15/07/2015; 143.80;91908 761.04;;;
;14/07/2015; 143.18;91510 585.78;;;
;13/07/2015; 142.52;91088 455.36;;;
;10/07/2015; 139.76;89325 585.60;;;
;09/07/2015; 136.99;87553 899.95;;;
;08/07/2015; 134.04;85669 219.12;;;
;07/07/2015; 134.00;85639 957.45;;;
;06/07/2015; 136.12;86993 557.06;;;
;03/07/2015; 137.81;88073 476.34;;;
;02/07/2015; 138.54;88537 684.17;;;
;01/07/2015; 139.09;88888 885.31;;;
;30/06/2015; 137.00;87557 876.63;;;
;29/06/2015; 138.75;88674 064.85;;;
;26/06/2015; 142.59;91126 475.75;;;
;25/06/2015; 142.43;91020 079.27;;;
;24/06/2015; 142.75;91223 289.10;;;
;22/06/2015; 141.63;90512 744.91;;;
;19/06/2015; 138.51;88514 812.19;;;
;18/06/2015; 138.02;88198 233.56;;;
;17/06/2015; 137.83;88081 649.09;;;
;16/06/2015; 138.45;88472 107.04;;;
;15/06/2015; 137.56;87903 549.30;;;
;12/06/2015; 139.84;89362 825.93;;;
;11/06/2015; 141.14;90188 909.99;;;
;10/06/2015; 140.29;89644 104.58;;;
;09/06/2015; 137.79;88049 462.88;;;
;08/06/2015; 138.34;87017 004.47;;;
;05/06/2015; 139.60;87807 692.55;;;
;04/06/2015; 140.90;88626 077.68;;;
;03/06/2015; 142.04;89340 448.15;;;
;02/06/2015; 142.22;89456 512.04;;;
;01/06/2015; 143.69;90376 701.81;;;
;29/05/2015; 143.43;90212 437.85;;;
;28/05/2015; 145.93;91783 421.45;;;
;27/05/2015; 146.60;92205 458.71;;;
;26/05/2015; 144.69;91004 766.16;;;
;25/05/2015; 145.70;94923 640.13;;;
;22/05/2015; 146.16;94923 640.13;;;
;21/05/2015; 146.15;94922 711.90;;;
;20/05/2015; 145.56;94538 933.97;;;
;19/05/2015; 144.93;94128 234.61;;;
;18/05/2015; 142.52;92560 775.31;;;
;15/05/2015; 141.84;92119 029.88;;;
;14/05/2015; 142.41;92485 628.20;;;
;13/05/2015; 141.40;91833 278.83;;;
;12/05/2015; 141.61;91963 859.20;;;
;11/05/2015; 143.45;93161 301.65;;;
;08/05/2015; 142.88;92788 618.14;;;
;07/05/2015; 138.85;90170 286.93;;;
;06/05/2015; 138.62;90023 461.51;;;
;05/05/2015; 139.43;90549 495.76;;;
;04/05/2015; 141.45;91859 990.89;;;
;30/04/2015; 141.01;91567 153.44;;;
;29/04/2015; 141.46;91863 375.61;;;
;28/04/2015; 144.60;93897 825.10;;;
;27/04/2015; 146.76;95305 043.64;;;
;24/04/2015; 145.32;94366 886.76;;;
;23/04/2015; 144.84;94050 879.55;;;
;22/04/2015; 145.36;94393 602.70;;;
;21/04/2015; 145.40;94415 346.38;;;
;20/04/2015; 144.57;93876 576.12;;;
;17/04/2015; 143.35;93080 064.15;;;
;16/04/2015; 145.88;94724 647.46;;;
;15/04/2015; 146.94;97913 682.31;;;
;14/04/2015; 146.08;97337 114.78;;;
;13/04/2015; 146.73;97770 264.18;;;
;10/04/2015; 146.48;97604 178.74;;;
;09/04/2015; 145.11;96692 461.24;;;
;08/04/2015; 143.49;95609 863.71;;;
;07/04/2015; 143.36;95521 992.15;;;
;02/04/2015; 141.00;93945 326.73;;;
;01/04/2015; 141.19;94072 670.46;;;
;31/03/2015; 140.74;93776 560.55;;;
;30/03/2015; 141.63;94366 359.92;;;
;27/03/2015; 140.09;93339 527.08;;;
;26/03/2015; 139.72;93090 810.34;;;
;25/03/2015; 140.88;93862 890.93;;;
;24/03/2015; 142.49;94934 339.99;;;
;23/03/2015; 142.04;94632 144.41;;;
;20/03/2015; 142.99;95267 782.51;;;
;19/03/2015; 141.83;94494 315.32;;;
;18/03/2015; 140.99;93934 732.60;;;
;17/03/2015; 140.53;93622 732.49;;;
;16/03/2015; 141.53;94293 077.66;;;
;13/03/2015; 140.27;93450 115.66;;;
;12/03/2015; 139.83;93155 448.59;;;
;11/03/2015; 139.82;93151 544.43;;;
;10/03/2015; 137.77;91781 113.89;;;
;09/03/2015; 139.00;92601 151.74;;;
;06/03/2015; 139.35;91834 817.06;;;
;05/03/2015; 139.21;91737 481.00;;;
;04/03/2015; 137.94;90902 441.64;;;
;03/03/2015; 136.91;90220 491.68;;;
;02/03/2015; 138.11;91013 212.99;;;
;27/02/2015; 138.43;91225 121.52;;;
;26/02/2015; 137.90;90874 007.33;;;
;25/02/2015; 136.49;89945 266.95;;;
;24/02/2015; 136.67;90060 479.70;;;
;23/02/2015; 135.89;89548 334.40;;;
;20/02/2015; 134.91;88897 895.86;;;
;19/02/2015; 134.60;88694 235.50;;;
;18/02/2015; 134.17;88411 671.69;;;
;17/02/2015; 133.00;87636 741.84;;;
;16/02/2015; 132.83;90024 788.53;;;
;13/02/2015; 133.01;90148 442.49;;;
;12/02/2015; 132.22;89609 082.40;;;
;11/02/2015; 131.19;88910 178.48;;;
;10/02/2015; 131.51;89127 072.27;;;
;09/02/2015; 130.67;88559 791.13;;;
;06/02/2015; 131.64;89216 971.60;;;
;05/02/2015; 131.36;89024 541.43;;;
;04/02/2015; 131.20;88916 333.50;;;
;03/02/2015; 130.56;88479 813.96;;;
;02/02/2015; 129.50;87763 970.69;;;
;30/01/2015; 129.39;87687 122.96;;;
;29/01/2015; 129.99;88092 521.40;;;
;28/01/2015; 130.11;88170 679.62;;;
;27/01/2015; 129.94;88055 362.92;;;
;26/01/2015; 131.24;88940 822.29;;;
;23/01/2015; 130.54;88461 301.32;;;
;22/01/2015; 128.31;86948 057.68;;;
;21/01/2015; 126.19;85513 528.31;;;
;20/01/2015; 125.43;85001 597.18;;;
;19/01/2015; 124.45;84332 997.90;;;
;16/01/2015; 124.18;84150 323.48;;;
;15/01/2015; 122.79;83208 130.87;;;
;14/01/2015; 119.67;81089 321.28;;;
;13/01/2015; 121.55;82363 985.12;;;
;12/01/2015; 119.85;81211 081.47;;;
;09/01/2015; 119.17;80749 383.08;;;
;08/01/2015; 120.81;81862 243.61;;;
;07/01/2015; 117.52;79632 864.19;;;
;06/01/2015; 116.95;79241 987.46;;;
;05/01/2015; 117.74;79781 832.89;;;
;02/01/2015; 120.43;81602 967.68;;;
;31/12/2014; 120.89;81909 971.91;;;
;30/12/2014; 120.37;81561 269.97;;;
;29/12/2014; 121.58;82379 791.97;;;
;24/12/2014; 121.42;82267 980.81;;;
;23/12/2014; 121.47;82301 862.26;;;
;22/12/2014; 120.71;81787 668.54;;;
;19/12/2014; 120.12;81383 168.55;;;
;18/12/2014; 119.64;81060 271.98;;;
;17/12/2014; 116.22;78742 456.75;;;
;16/12/2014; 116.03;78614 298.14;;;
;15/12/2014; 114.00;78737 504.84;;;
;12/12/2014; 116.58;80518 084.19;;;
;11/12/2014; 119.74;82699 453.37;;;
;10/12/2014; 119.70;82671 009.02;;;
;09/12/2014; 120.17;82994 218.36;;;
;08/12/2014; 122.99;84943 566.16;;;
;05/12/2014; 123.88;85556 501.66;;;
;04/12/2014; 121.73;84067 692.18;;;
;03/12/2014; 123.36;85197 166.72;;;
;02/12/2014; 122.71;84748 040.40;;;
;01/12/2014; 122.05;84289 613.73;;;
;28/11/2014; 122.64;84696 742.66;;;
;27/11/2014; 122.73;84754 966.41;;;
;26/11/2014; 122.37;84510 266.52;;;
;25/11/2014; 122.37;84504 446.25;;;
;24/11/2014; 122.17;90111 213.08;;;
;21/11/2014; 122.02;90002 256.70;;;
;20/11/2014; 119.55;88174 375.19;;;
;19/11/2014; 119.82;88377 832.69;;;
;18/11/2014; 119.85;88394 664.79;;;
;17/11/2014; 119.13;87864 058.64;;;
;14/11/2014; 118.55;87439 568.56;;;
;13/11/2014; 118.64;87502 847.49;;;
;12/11/2014; 118.34;87281 289.00;;;
;11/11/2014; 119.69;88274 611.05;;;
;10/11/2014; 119.24;87946 397.87;;;
;07/11/2014; 118.41;87326 013.14;;;
;06/11/2014; 118.99;87754 641.67;;;
;05/11/2014; 118.63;87493 093.01;;;
;04/11/2014; 116.68;86051 966.91;;;
;03/11/2014; 117.92;86969 169.33;;;
;31/10/2014; 118.88;87675 834.31;;;
;30/10/2014; 116.76;86110 141.50;;;
;29/10/2014; 116.09;85614 153.96;;;
;28/10/2014; 115.86;85442 196.29;;;
;27/10/2014; 114.78;84647 340.16;;;
;24/10/2014; 115.49;85171 754.25;;;
;23/10/2014; 115.89;85461 148.82;;;
;22/10/2014; 115.05;84847 277.35;;;
;21/10/2014; 114.25;84251 668.83;;;
;20/10/2014; 111.91;82527 157.69;;;
;17/10/2014; 112.53;82986 684.80;;;
;16/10/2014; 109.50;80747 379.94;;;
;15/10/2014; 109.99;81109 210.27;;;
;14/10/2014; 113.60;83767 480.08;;;
;13/10/2014; 113.63;83796 048.85;;;
;10/10/2014; 113.60;83771 360.06;;;
;09/10/2014; 115.43;85115 822.84;;;
;08/10/2014; 115.88;85448 678.64;;;
;07/10/2014; 116.84;86155 524.46;;;
;06/10/2014; 118.60;87456 738.89;;;
